technology,region,energy_system_scenario,freight_demand_scenario,year,freight_ton_mile_travel
diesel,south_east,50%_reduction_2050,decrease_agricultual_production,2025,1.92E+11
diesel,north_central,50%_reduction_2050,decrease_agricultual_production,2025,1.74E+11
diesel,central,50%_reduction_2050,decrease_agricultual_production,2025,1.86E+11
diesel,texas,50%_reduction_2050,decrease_agricultual_production,2025,1.45E+11
diesel,north_west,50%_reduction_2050,decrease_agricultual_production,2025,1.78E+11
diesel,south_west,50%_reduction_2050,decrease_agricultual_production,2025,1.90E+11
diesel,california,50%_reduction_2050,decrease_agricultual_production,2025,1.55E+11
diesel,north_east,50%_reduction_2050,population_shift,2025,1.69E+11
diesel,middle_atlantic,50%_reduction_2050,population_shift,2025,1.98E+11
diesel,south_east,50%_reduction_2050,population_shift,2025,2.05E+11
diesel,north_central,50%_reduction_2050,population_shift,2025,1.85E+11
diesel,central,50%_reduction_2050,population_shift,2025,1.99E+11
diesel,texas,50%_reduction_2050,population_shift,2025,2.06E+11
diesel,north_west,50%_reduction_2050,population_shift,2025,2.11E+11
diesel,south_west,50%_reduction_2050,population_shift,2025,1.74E+11
diesel,california,50%_reduction_2050,population_shift,2025,1.44E+11
diesel,north_east,50%_reduction_2050,increase_maritime,2025,1.62E+11
diesel,middle_atlantic,50%_reduction_2050,increase_maritime,2025,1.67E+11
diesel,south_east,50%_reduction_2050,increase_maritime,2025,1.50E+11
diesel,north_central,50%_reduction_2050,increase_maritime,2025,1.87E+11
diesel,central,50%_reduction_2050,increase_maritime,2025,2.11E+11
diesel,texas,50%_reduction_2050,increase_maritime,2025,2.03E+11
diesel,north_west,50%_reduction_2050,increase_maritime,2025,1.86E+11
diesel,south_west,50%_reduction_2050,increase_maritime,2025,1.55E+11
diesel,california,50%_reduction_2050,increase_maritime,2025,1.57E+11
diesel,north_east,net_zero_2050,business_as_usual,2025,2.14E+11
diesel,middle_atlantic,net_zero_2050,business_as_usual,2025,1.56E+11
diesel,south_east,net_zero_2050,business_as_usual,2025,1.62E+11
diesel,north_central,net_zero_2050,business_as_usual,2025,1.96E+11
diesel,central,net_zero_2050,business_as_usual,2025,1.47E+11
diesel,texas,net_zero_2050,business_as_usual,2025,1.73E+11
diesel,north_west,net_zero_2050,business_as_usual,2025,1.87E+11
diesel,south_west,net_zero_2050,business_as_usual,2025,1.73E+11
diesel,california,net_zero_2050,business_as_usual,2025,2.08E+11
diesel,north_east,net_zero_2050,agricultual_production_shift,2025,1.66E+11
diesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,1.66E+11
diesel,south_east,net_zero_2050,agricultual_production_shift,2025,1.80E+11
diesel,north_central,net_zero_2050,agricultual_production_shift,2025,1.71E+11
diesel,central,net_zero_2050,agricultual_production_shift,2025,1.64E+11
diesel,texas,net_zero_2050,agricultual_production_shift,2025,1.94E+11
diesel,north_west,net_zero_2050,agricultual_production_shift,2025,2.06E+11
diesel,south_west,net_zero_2050,agricultual_production_shift,2025,2.00E+11
diesel,california,net_zero_2050,agricultual_production_shift,2025,1.82E+11
diesel,north_east,net_zero_2050,decrease_agricultual_production,2025,2.13E+11
diesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,2.12E+11
diesel,south_east,net_zero_2050,decrease_agricultual_production,2025,1.81E+11
diesel,north_central,net_zero_2050,decrease_agricultual_production,2025,1.79E+11
diesel,central,net_zero_2050,decrease_agricultual_production,2025,1.49E+11
diesel,texas,net_zero_2050,decrease_agricultual_production,2025,1.54E+11
diesel,north_west,net_zero_2050,decrease_agricultual_production,2025,2.12E+11
diesel,south_west,net_zero_2050,decrease_agricultual_production,2025,1.53E+11
diesel,california,net_zero_2050,decrease_agricultual_production,2025,1.93E+11
diesel,north_east,net_zero_2050,population_shift,2025,1.65E+11
diesel,middle_atlantic,net_zero_2050,population_shift,2025,2.03E+11
diesel,south_east,net_zero_2050,population_shift,2025,1.96E+11
diesel,north_central,net_zero_2050,population_shift,2025,1.57E+11
diesel,central,net_zero_2050,population_shift,2025,1.81E+11
diesel,texas,net_zero_2050,population_shift,2025,1.70E+11
diesel,north_west,net_zero_2050,population_shift,2025,1.65E+11
diesel,south_west,net_zero_2050,population_shift,2025,1.67E+11
diesel,california,net_zero_2050,population_shift,2025,1.83E+11
diesel,north_east,net_zero_2050,increase_maritime,2025,1.93E+11
diesel,middle_atlantic,net_zero_2050,increase_maritime,2025,1.88E+11
diesel,south_east,net_zero_2050,increase_maritime,2025,1.67E+11
diesel,north_central,net_zero_2050,increase_maritime,2025,1.55E+11
diesel,central,net_zero_2050,increase_maritime,2025,1.99E+11
diesel,texas,net_zero_2050,increase_maritime,2025,1.59E+11
diesel,north_west,net_zero_2050,increase_maritime,2025,1.83E+11
diesel,south_west,net_zero_2050,increase_maritime,2025,1.45E+11
diesel,california,net_zero_2050,increase_maritime,2025,1.60E+11
biodiesel,north_east,business_as_usual,business_as_usual,2025,1.73E+11
biodiesel,middle_atlantic,business_as_usual,business_as_usual,2025,1.86E+11
biodiesel,south_east,business_as_usual,business_as_usual,2025,1.83E+11
biodiesel,north_central,business_as_usual,business_as_usual,2025,1.97E+11
biodiesel,central,business_as_usual,business_as_usual,2025,2.10E+11
biodiesel,texas,business_as_usual,business_as_usual,2025,2.13E+11
biodiesel,north_west,business_as_usual,business_as_usual,2025,1.74E+11
biodiesel,south_west,business_as_usual,business_as_usual,2025,1.94E+11
biodiesel,california,business_as_usual,business_as_usual,2025,1.81E+11
biodiesel,north_east,business_as_usual,agricultual_production_shift,2025,1.99E+11
biodiesel,middle_atlantic,business_as_usual,agricultual_production_shift,2025,1.85E+11
biodiesel,south_east,business_as_usual,agricultual_production_shift,2025,1.71E+11
biodiesel,north_central,business_as_usual,agricultual_production_shift,2025,1.92E+11
biodiesel,central,business_as_usual,agricultual_production_shift,2025,2.01E+11
biodiesel,texas,business_as_usual,agricultual_production_shift,2025,1.84E+11
biodiesel,north_west,business_as_usual,agricultual_production_shift,2025,1.92E+11
biodiesel,south_west,business_as_usual,agricultual_production_shift,2025,1.72E+11
biodiesel,california,business_as_usual,agricultual_production_shift,2025,2.03E+11
biodiesel,north_east,business_as_usual,decrease_agricultual_production,2025,1.54E+11
biodiesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2025,2.04E+11
biodiesel,south_east,business_as_usual,decrease_agricultual_production,2025,1.53E+11
biodiesel,north_central,business_as_usual,decrease_agricultual_production,2025,1.87E+11
biodiesel,central,business_as_usual,decrease_agricultual_production,2025,2.15E+11
biodiesel,texas,business_as_usual,decrease_agricultual_production,2025,1.82E+11
biodiesel,north_west,business_as_usual,decrease_agricultual_production,2025,2.14E+11
biodiesel,south_west,business_as_usual,decrease_agricultual_production,2025,1.99E+11
biodiesel,california,business_as_usual,decrease_agricultual_production,2025,1.75E+11
biodiesel,north_east,business_as_usual,population_shift,2025,1.96E+11
biodiesel,middle_atlantic,business_as_usual,population_shift,2025,1.47E+11
biodiesel,south_east,business_as_usual,population_shift,2025,1.97E+11
biodiesel,north_central,business_as_usual,population_shift,2025,1.61E+11
biodiesel,central,business_as_usual,population_shift,2025,1.55E+11
biodiesel,texas,business_as_usual,population_shift,2025,1.94E+11
biodiesel,north_west,business_as_usual,population_shift,2025,1.73E+11
biodiesel,south_west,business_as_usual,population_shift,2025,1.61E+11
biodiesel,california,business_as_usual,population_shift,2025,1.57E+11
biodiesel,north_east,business_as_usual,increase_maritime,2025,1.47E+11
biodiesel,middle_atlantic,business_as_usual,increase_maritime,2025,1.70E+11
biodiesel,south_east,business_as_usual,increase_maritime,2025,1.53E+11
biodiesel,north_central,business_as_usual,increase_maritime,2025,1.61E+11
biodiesel,central,business_as_usual,increase_maritime,2025,1.65E+11
biodiesel,texas,business_as_usual,increase_maritime,2025,1.66E+11
biodiesel,north_west,business_as_usual,increase_maritime,2025,1.44E+11
biodiesel,south_west,business_as_usual,increase_maritime,2025,1.75E+11
biodiesel,california,business_as_usual,increase_maritime,2025,1.71E+11
biodiesel,north_east,50%_reduction_2050,business_as_usual,2025,1.91E+11
biodiesel,middle_atlantic,50%_reduction_2050,business_as_usual,2025,2.13E+11
biodiesel,south_east,50%_reduction_2050,business_as_usual,2025,1.54E+11
biodiesel,north_central,50%_reduction_2050,business_as_usual,2025,2.03E+11
biodiesel,central,50%_reduction_2050,business_as_usual,2025,1.74E+11
biodiesel,texas,50%_reduction_2050,business_as_usual,2025,1.86E+11
biodiesel,north_west,50%_reduction_2050,business_as_usual,2025,1.81E+11
biodiesel,south_west,50%_reduction_2050,business_as_usual,2025,1.51E+11
biodiesel,california,50%_reduction_2050,business_as_usual,2025,2.12E+11
biodiesel,north_east,50%_reduction_2050,agricultual_production_shift,2025,1.53E+11
biodiesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2025,1.96E+11
biodiesel,south_east,50%_reduction_2050,agricultual_production_shift,2025,1.56E+11
biodiesel,north_central,50%_reduction_2050,agricultual_production_shift,2025,1.50E+11
biodiesel,central,50%_reduction_2050,agricultual_production_shift,2025,1.57E+11
biodiesel,texas,50%_reduction_2050,agricultual_production_shift,2025,1.75E+11
biodiesel,north_west,50%_reduction_2050,agricultual_production_shift,2025,2.03E+11
biodiesel,south_west,50%_reduction_2050,agricultual_production_shift,2025,2.15E+11
biodiesel,california,50%_reduction_2050,agricultual_production_shift,2025,1.81E+11
biodiesel,north_east,50%_reduction_2050,decrease_agricultual_production,2025,1.54E+11
biodiesel,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2025,1.46E+11
biodiesel,south_east,50%_reduction_2050,decrease_agricultual_production,2025,1.62E+11
biodiesel,north_central,50%_reduction_2050,decrease_agricultual_production,2025,1.73E+11
biodiesel,central,50%_reduction_2050,decrease_agricultual_production,2025,1.96E+11
biodiesel,texas,50%_reduction_2050,decrease_agricultual_production,2025,1.74E+11
biodiesel,north_west,50%_reduction_2050,decrease_agricultual_production,2025,1.84E+11
biodiesel,south_west,50%_reduction_2050,decrease_agricultual_production,2025,2.15E+11
biodiesel,california,50%_reduction_2050,decrease_agricultual_production,2025,1.76E+11
biodiesel,north_east,50%_reduction_2050,population_shift,2025,2.08E+11
biodiesel,middle_atlantic,50%_reduction_2050,population_shift,2025,1.58E+11
biodiesel,south_east,50%_reduction_2050,population_shift,2025,1.53E+11
biodiesel,north_central,50%_reduction_2050,population_shift,2025,1.73E+11
biodiesel,central,50%_reduction_2050,population_shift,2025,1.62E+11
biodiesel,texas,50%_reduction_2050,population_shift,2025,1.45E+11
biodiesel,north_west,50%_reduction_2050,population_shift,2025,1.75E+11
biodiesel,south_west,50%_reduction_2050,population_shift,2025,1.79E+11
biodiesel,california,50%_reduction_2050,population_shift,2025,1.69E+11
biodiesel,north_east,50%_reduction_2050,increase_maritime,2025,1.51E+11
biodiesel,middle_atlantic,50%_reduction_2050,increase_maritime,2025,1.95E+11
biodiesel,south_east,50%_reduction_2050,increase_maritime,2025,1.47E+11
biodiesel,north_central,50%_reduction_2050,increase_maritime,2025,2.08E+11
biodiesel,central,50%_reduction_2050,increase_maritime,2025,2.01E+11
biodiesel,texas,50%_reduction_2050,increase_maritime,2025,1.48E+11
biodiesel,north_west,50%_reduction_2050,increase_maritime,2025,2.13E+11
biodiesel,south_west,50%_reduction_2050,increase_maritime,2025,1.64E+11
biodiesel,california,50%_reduction_2050,increase_maritime,2025,1.91E+11
biodiesel,north_east,net_zero_2050,business_as_usual,2025,1.49E+11
biodiesel,middle_atlantic,net_zero_2050,business_as_usual,2025,1.94E+11
biodiesel,south_east,net_zero_2050,business_as_usual,2025,1.76E+11
biodiesel,north_central,net_zero_2050,business_as_usual,2025,1.49E+11
biodiesel,central,net_zero_2050,business_as_usual,2025,1.97E+11
biodiesel,texas,net_zero_2050,business_as_usual,2025,1.97E+11
biodiesel,north_west,net_zero_2050,business_as_usual,2025,1.66E+11
biodiesel,south_west,net_zero_2050,business_as_usual,2025,1.63E+11
biodiesel,california,net_zero_2050,business_as_usual,2025,2.07E+11
biodiesel,north_east,net_zero_2050,agricultual_production_shift,2025,2.04E+11
biodiesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,1.63E+11
biodiesel,south_east,net_zero_2050,agricultual_production_shift,2025,2.02E+11
biodiesel,north_central,net_zero_2050,agricultual_production_shift,2025,2.05E+11
biodiesel,central,net_zero_2050,agricultual_production_shift,2025,1.58E+11
biodiesel,texas,net_zero_2050,agricultual_production_shift,2025,1.58E+11
biodiesel,north_west,net_zero_2050,agricultual_production_shift,2025,2.13E+11
biodiesel,south_west,net_zero_2050,agricultual_production_shift,2025,1.92E+11
biodiesel,california,net_zero_2050,agricultual_production_shift,2025,1.51E+11
biodiesel,north_east,net_zero_2050,decrease_agricultual_production,2025,1.70E+11
biodiesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,1.56E+11
biodiesel,south_east,net_zero_2050,decrease_agricultual_production,2025,2.14E+11
biodiesel,north_central,net_zero_2050,decrease_agricultual_production,2025,1.66E+11
biodiesel,central,net_zero_2050,decrease_agricultual_production,2025,1.82E+11
biodiesel,texas,net_zero_2050,decrease_agricultual_production,2025,1.61E+11
biodiesel,north_west,net_zero_2050,decrease_agricultual_production,2025,1.95E+11
biodiesel,south_west,net_zero_2050,decrease_agricultual_production,2025,1.96E+11
biodiesel,california,net_zero_2050,decrease_agricultual_production,2025,1.78E+11
biodiesel,north_east,net_zero_2050,population_shift,2025,1.89E+11
biodiesel,middle_atlantic,net_zero_2050,population_shift,2025,2.08E+11
biodiesel,south_east,net_zero_2050,population_shift,2025,1.97E+11
biodiesel,north_central,net_zero_2050,population_shift,2025,1.79E+11
biodiesel,central,net_zero_2050,population_shift,2025,1.47E+11
biodiesel,texas,net_zero_2050,population_shift,2025,2.12E+11
biodiesel,north_west,net_zero_2050,population_shift,2025,1.46E+11
biodiesel,south_west,net_zero_2050,population_shift,2025,1.83E+11
biodiesel,california,net_zero_2050,population_shift,2025,1.89E+11
biodiesel,north_east,net_zero_2050,increase_maritime,2025,1.50E+11
biodiesel,middle_atlantic,net_zero_2050,increase_maritime,2025,1.81E+11
biodiesel,south_east,net_zero_2050,increase_maritime,2025,1.81E+11
biodiesel,north_central,net_zero_2050,increase_maritime,2025,1.68E+11
biodiesel,central,net_zero_2050,increase_maritime,2025,1.52E+11
biodiesel,texas,net_zero_2050,increase_maritime,2025,1.54E+11
biodiesel,north_west,net_zero_2050,increase_maritime,2025,1.83E+11
biodiesel,south_west,net_zero_2050,increase_maritime,2025,1.69E+11
biodiesel,california,net_zero_2050,increase_maritime,2025,1.59E+11
hydrogen,north_east,business_as_usual,business_as_usual,2025,2.06E+11
hydrogen,middle_atlantic,business_as_usual,business_as_usual,2025,1.94E+11
hydrogen,south_east,business_as_usual,business_as_usual,2025,1.60E+11
hydrogen,north_central,business_as_usual,business_as_usual,2025,1.47E+11
hydrogen,central,business_as_usual,business_as_usual,2025,1.95E+11
hydrogen,texas,business_as_usual,business_as_usual,2025,1.47E+11
hydrogen,north_west,business_as_usual,business_as_usual,2025,1.76E+11
hydrogen,south_west,business_as_usual,business_as_usual,2025,1.99E+11
hydrogen,california,business_as_usual,business_as_usual,2025,1.78E+11
hydrogen,north_east,business_as_usual,agricultual_production_shift,2025,1.97E+11
hydrogen,middle_atlantic,business_as_usual,agricultual_production_shift,2025,1.46E+11
hydrogen,south_east,business_as_usual,agricultual_production_shift,2025,1.97E+11
hydrogen,north_central,business_as_usual,agricultual_production_shift,2025,1.50E+11
hydrogen,central,business_as_usual,agricultual_production_shift,2025,1.72E+11
hydrogen,texas,business_as_usual,agricultual_production_shift,2025,1.94E+11
hydrogen,north_west,business_as_usual,agricultual_production_shift,2025,1.85E+11
hydrogen,south_west,business_as_usual,agricultual_production_shift,2025,2.07E+11
hydrogen,california,business_as_usual,agricultual_production_shift,2025,1.92E+11
hydrogen,north_east,business_as_usual,decrease_agricultual_production,2025,1.75E+11
hydrogen,middle_atlantic,business_as_usual,decrease_agricultual_production,2025,1.90E+11
hydrogen,south_east,business_as_usual,decrease_agricultual_production,2025,1.44E+11
hydrogen,north_central,business_as_usual,decrease_agricultual_production,2025,2.14E+11
hydrogen,central,business_as_usual,decrease_agricultual_production,2025,1.83E+11
hydrogen,texas,business_as_usual,decrease_agricultual_production,2025,1.66E+11
hydrogen,north_west,business_as_usual,decrease_agricultual_production,2025,2.12E+11
hydrogen,south_west,business_as_usual,decrease_agricultual_production,2025,1.86E+11
hydrogen,california,business_as_usual,decrease_agricultual_production,2025,1.50E+11
hydrogen,north_east,business_as_usual,population_shift,2025,1.60E+11
hydrogen,middle_atlantic,business_as_usual,population_shift,2025,1.62E+11
hydrogen,south_east,business_as_usual,population_shift,2025,1.98E+11
hydrogen,north_central,business_as_usual,population_shift,2025,2.06E+11
hydrogen,central,business_as_usual,population_shift,2025,1.83E+11
hydrogen,texas,business_as_usual,population_shift,2025,1.71E+11
hydrogen,north_west,business_as_usual,population_shift,2025,1.96E+11
hydrogen,south_west,business_as_usual,population_shift,2025,1.59E+11
hydrogen,california,business_as_usual,population_shift,2025,1.90E+11
hydrogen,north_east,business_as_usual,increase_maritime,2025,1.86E+11
hydrogen,middle_atlantic,business_as_usual,increase_maritime,2025,1.50E+11
hydrogen,south_east,business_as_usual,increase_maritime,2025,1.86E+11
hydrogen,north_central,business_as_usual,increase_maritime,2025,1.79E+11
hydrogen,central,business_as_usual,increase_maritime,2025,1.45E+11
hydrogen,texas,business_as_usual,increase_maritime,2025,1.50E+11
hydrogen,north_west,business_as_usual,increase_maritime,2025,1.72E+11
hydrogen,south_west,business_as_usual,increase_maritime,2025,1.56E+11
hydrogen,california,business_as_usual,increase_maritime,2025,2.07E+11
hydrogen,north_east,50%_reduction_2050,business_as_usual,2025,1.77E+11
hydrogen,middle_atlantic,50%_reduction_2050,business_as_usual,2025,1.76E+11
hydrogen,south_east,50%_reduction_2050,business_as_usual,2025,1.53E+11
hydrogen,north_central,50%_reduction_2050,business_as_usual,2025,1.44E+11
hydrogen,central,50%_reduction_2050,business_as_usual,2025,1.98E+11
hydrogen,texas,50%_reduction_2050,business_as_usual,2025,1.60E+11
hydrogen,north_west,50%_reduction_2050,business_as_usual,2025,1.86E+11
hydrogen,south_west,50%_reduction_2050,business_as_usual,2025,1.58E+11
hydrogen,california,50%_reduction_2050,business_as_usual,2025,1.96E+11
hydrogen,north_east,50%_reduction_2050,agricultual_production_shift,2025,1.62E+11
hydrogen,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2025,2.01E+11
hydrogen,south_east,50%_reduction_2050,agricultual_production_shift,2025,1.68E+11
hydrogen,north_central,50%_reduction_2050,agricultual_production_shift,2025,1.52E+11
hydrogen,central,50%_reduction_2050,agricultual_production_shift,2025,2.08E+11
hydrogen,texas,50%_reduction_2050,agricultual_production_shift,2025,1.91E+11
hydrogen,north_west,50%_reduction_2050,agricultual_production_shift,2025,1.52E+11
hydrogen,south_west,50%_reduction_2050,agricultual_production_shift,2025,2.08E+11
hydrogen,california,50%_reduction_2050,agricultual_production_shift,2025,1.97E+11
hydrogen,north_east,50%_reduction_2050,decrease_agricultual_production,2025,1.89E+11
hydrogen,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2025,1.77E+11
hydrogen,south_east,50%_reduction_2050,decrease_agricultual_production,2025,1.50E+11
hydrogen,north_central,50%_reduction_2050,decrease_agricultual_production,2025,2.14E+11
hydrogen,central,50%_reduction_2050,decrease_agricultual_production,2025,1.53E+11
hydrogen,texas,50%_reduction_2050,decrease_agricultual_production,2025,1.77E+11
hydrogen,north_west,50%_reduction_2050,decrease_agricultual_production,2025,1.86E+11
hydrogen,south_west,50%_reduction_2050,decrease_agricultual_production,2025,1.70E+11
hydrogen,california,50%_reduction_2050,decrease_agricultual_production,2025,2.08E+11
hydrogen,north_east,50%_reduction_2050,population_shift,2025,1.54E+11
hydrogen,middle_atlantic,50%_reduction_2050,population_shift,2025,1.97E+11
hydrogen,south_east,50%_reduction_2050,population_shift,2025,1.76E+11
hydrogen,north_central,50%_reduction_2050,population_shift,2025,1.94E+11
hydrogen,central,50%_reduction_2050,population_shift,2025,1.51E+11
hydrogen,texas,50%_reduction_2050,population_shift,2025,1.71E+11
hydrogen,north_west,50%_reduction_2050,population_shift,2025,1.98E+11
hydrogen,south_west,50%_reduction_2050,population_shift,2025,1.85E+11
hydrogen,california,50%_reduction_2050,population_shift,2025,1.56E+11
hydrogen,north_east,50%_reduction_2050,increase_maritime,2025,1.61E+11
hydrogen,middle_atlantic,50%_reduction_2050,increase_maritime,2025,2.04E+11
hydrogen,south_east,50%_reduction_2050,increase_maritime,2025,1.99E+11
hydrogen,north_central,50%_reduction_2050,increase_maritime,2025,2.10E+11
hydrogen,central,50%_reduction_2050,increase_maritime,2025,2.09E+11
hydrogen,texas,50%_reduction_2050,increase_maritime,2025,1.73E+11
hydrogen,north_west,50%_reduction_2050,increase_maritime,2025,1.66E+11
hydrogen,south_west,50%_reduction_2050,increase_maritime,2025,1.89E+11
hydrogen,california,50%_reduction_2050,increase_maritime,2025,1.59E+11
hydrogen,north_east,net_zero_2050,business_as_usual,2025,1.46E+11
hydrogen,middle_atlantic,net_zero_2050,business_as_usual,2025,2.01E+11
hydrogen,south_east,net_zero_2050,business_as_usual,2025,1.72E+11
hydrogen,north_central,net_zero_2050,business_as_usual,2025,2.11E+11
hydrogen,central,net_zero_2050,business_as_usual,2025,1.67E+11
hydrogen,texas,net_zero_2050,business_as_usual,2025,1.86E+11
hydrogen,north_west,net_zero_2050,business_as_usual,2025,2.06E+11
hydrogen,south_west,net_zero_2050,business_as_usual,2025,1.94E+11
hydrogen,california,net_zero_2050,business_as_usual,2025,1.60E+11
hydrogen,north_east,net_zero_2050,agricultual_production_shift,2025,1.78E+11
hydrogen,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,1.81E+11
hydrogen,south_east,net_zero_2050,agricultual_production_shift,2025,1.56E+11
hydrogen,north_central,net_zero_2050,agricultual_production_shift,2025,1.49E+11
hydrogen,central,net_zero_2050,agricultual_production_shift,2025,2.15E+11
hydrogen,texas,net_zero_2050,agricultual_production_shift,2025,1.75E+11
hydrogen,north_west,net_zero_2050,agricultual_production_shift,2025,1.49E+11
hydrogen,south_west,net_zero_2050,agricultual_production_shift,2025,1.61E+11
hydrogen,california,net_zero_2050,agricultual_production_shift,2025,1.70E+11
hydrogen,north_east,net_zero_2050,decrease_agricultual_production,2025,2.14E+11
hydrogen,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,2.00E+11
hydrogen,south_east,net_zero_2050,decrease_agricultual_production,2025,1.98E+11
hydrogen,north_central,net_zero_2050,decrease_agricultual_production,2025,1.99E+11
hydrogen,central,net_zero_2050,decrease_agricultual_production,2025,2.14E+11
hydrogen,texas,net_zero_2050,decrease_agricultual_production,2025,2.10E+11
hydrogen,north_west,net_zero_2050,decrease_agricultual_production,2025,1.47E+11
hydrogen,south_west,net_zero_2050,decrease_agricultual_production,2025,1.60E+11
hydrogen,california,net_zero_2050,decrease_agricultual_production,2025,1.79E+11
hydrogen,north_east,net_zero_2050,population_shift,2025,1.68E+11
hydrogen,middle_atlantic,net_zero_2050,population_shift,2025,2.04E+11
hydrogen,south_east,net_zero_2050,population_shift,2025,1.73E+11
