technology,region,energy_system_scenario,freight_demand_scenario,year,energy_price,energy_price_unit
diesel,middle_atlantic,50%_reduction_2050,increase_maritime,2025,3.66,$/gallon
diesel,south_east,50%_reduction_2050,increase_maritime,2025,4.1,$/gallon
diesel,north_central,50%_reduction_2050,increase_maritime,2025,3.84,$/gallon
diesel,central,50%_reduction_2050,increase_maritime,2025,4.01,$/gallon
diesel,texas,50%_reduction_2050,increase_maritime,2025,4.16,$/gallon
diesel,north_west,50%_reduction_2050,increase_maritime,2025,2.94,$/gallon
diesel,south_west,50%_reduction_2050,increase_maritime,2025,3.03,$/gallon
diesel,california,50%_reduction_2050,increase_maritime,2025,4.19,$/gallon
diesel,north_east,net_zero_2050,business_as_usual,2025,4.17,$/gallon
diesel,middle_atlantic,net_zero_2050,business_as_usual,2025,3.66,$/gallon
diesel,south_east,net_zero_2050,business_as_usual,2025,3.71,$/gallon
diesel,north_central,net_zero_2050,business_as_usual,2025,4.08,$/gallon
diesel,central,net_zero_2050,business_as_usual,2025,3.77,$/gallon
diesel,texas,net_zero_2050,business_as_usual,2025,4,$/gallon
diesel,north_west,net_zero_2050,business_as_usual,2025,3.86,$/gallon
diesel,south_west,net_zero_2050,business_as_usual,2025,3.82,$/gallon
diesel,california,net_zero_2050,business_as_usual,2025,3.91,$/gallon
diesel,north_east,net_zero_2050,agricultual_production_shift,2025,3.55,$/gallon
diesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,4.03,$/gallon
diesel,south_east,net_zero_2050,agricultual_production_shift,2025,3.68,$/gallon
diesel,north_central,net_zero_2050,agricultual_production_shift,2025,3.92,$/gallon
diesel,central,net_zero_2050,agricultual_production_shift,2025,2.84,$/gallon
diesel,texas,net_zero_2050,agricultual_production_shift,2025,2.87,$/gallon
diesel,north_west,net_zero_2050,agricultual_production_shift,2025,3.68,$/gallon
diesel,south_west,net_zero_2050,agricultual_production_shift,2025,3.02,$/gallon
diesel,california,net_zero_2050,agricultual_production_shift,2025,4.01,$/gallon
diesel,north_east,net_zero_2050,decrease_agricultual_production,2025,3.52,$/gallon
diesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,3.92,$/gallon
diesel,south_east,net_zero_2050,decrease_agricultual_production,2025,3.28,$/gallon
diesel,north_central,net_zero_2050,decrease_agricultual_production,2025,3.18,$/gallon
diesel,central,net_zero_2050,decrease_agricultual_production,2025,3.66,$/gallon
diesel,texas,net_zero_2050,decrease_agricultual_production,2025,2.93,$/gallon
diesel,north_west,net_zero_2050,decrease_agricultual_production,2025,3.64,$/gallon
diesel,south_west,net_zero_2050,decrease_agricultual_production,2025,3.42,$/gallon
diesel,california,net_zero_2050,decrease_agricultual_production,2025,2.84,$/gallon
diesel,north_east,net_zero_2050,population_shift,2025,4.05,$/gallon
diesel,middle_atlantic,net_zero_2050,population_shift,2025,3.16,$/gallon
diesel,south_east,net_zero_2050,population_shift,2025,3.01,$/gallon
diesel,north_central,net_zero_2050,population_shift,2025,3.11,$/gallon
diesel,central,net_zero_2050,population_shift,2025,3.17,$/gallon
diesel,texas,net_zero_2050,population_shift,2025,3.7,$/gallon
diesel,north_west,net_zero_2050,population_shift,2025,3.05,$/gallon
diesel,south_west,net_zero_2050,population_shift,2025,3.72,$/gallon
diesel,california,net_zero_2050,population_shift,2025,2.99,$/gallon
diesel,north_east,net_zero_2050,increase_maritime,2025,3.67,$/gallon
diesel,middle_atlantic,net_zero_2050,increase_maritime,2025,3.26,$/gallon
diesel,south_east,net_zero_2050,increase_maritime,2025,3.77,$/gallon
diesel,north_central,net_zero_2050,increase_maritime,2025,3.05,$/gallon
diesel,central,net_zero_2050,increase_maritime,2025,2.8,$/gallon
diesel,texas,net_zero_2050,increase_maritime,2025,3.35,$/gallon
diesel,north_west,net_zero_2050,increase_maritime,2025,4,$/gallon
diesel,south_west,net_zero_2050,increase_maritime,2025,3.09,$/gallon
diesel,california,net_zero_2050,increase_maritime,2025,4.02,$/gallon
biodiesel,north_east,business_as_usual,business_as_usual,2025,4.46,$/gallon
biodiesel,middle_atlantic,business_as_usual,business_as_usual,2025,3.52,$/gallon
biodiesel,south_east,business_as_usual,business_as_usual,2025,3.38,$/gallon
biodiesel,north_central,business_as_usual,business_as_usual,2025,4.08,$/gallon
biodiesel,central,business_as_usual,business_as_usual,2025,3.87,$/gallon
biodiesel,texas,business_as_usual,business_as_usual,2025,4.52,$/gallon
biodiesel,north_west,business_as_usual,business_as_usual,2025,4.22,$/gallon
biodiesel,south_west,business_as_usual,business_as_usual,2025,3.99,$/gallon
biodiesel,california,business_as_usual,business_as_usual,2025,3.96,$/gallon
biodiesel,north_east,business_as_usual,agricultual_production_shift,2025,3.87,$/gallon
biodiesel,middle_atlantic,business_as_usual,agricultual_production_shift,2025,3.37,$/gallon
biodiesel,south_east,business_as_usual,agricultual_production_shift,2025,3.42,$/gallon
biodiesel,north_central,business_as_usual,agricultual_production_shift,2025,4.29,$/gallon
biodiesel,central,business_as_usual,agricultual_production_shift,2025,4.03,$/gallon
biodiesel,texas,business_as_usual,agricultual_production_shift,2025,4.45,$/gallon
biodiesel,north_west,business_as_usual,agricultual_production_shift,2025,4.4,$/gallon
biodiesel,south_west,business_as_usual,agricultual_production_shift,2025,3.5,$/gallon
biodiesel,california,business_as_usual,agricultual_production_shift,2025,3.39,$/gallon
biodiesel,north_east,business_as_usual,decrease_agricultual_production,2025,4.12,$/gallon
biodiesel,middle_atlantic,business_as_usual,decrease_agricultual_production,2025,3.94,$/gallon
biodiesel,south_east,business_as_usual,decrease_agricultual_production,2025,3.37,$/gallon
biodiesel,north_central,business_as_usual,decrease_agricultual_production,2025,3.67,$/gallon
biodiesel,central,business_as_usual,decrease_agricultual_production,2025,3.24,$/gallon
biodiesel,texas,business_as_usual,decrease_agricultual_production,2025,4.49,$/gallon
biodiesel,north_west,business_as_usual,decrease_agricultual_production,2025,4.56,$/gallon
biodiesel,south_west,business_as_usual,decrease_agricultual_production,2025,4.5,$/gallon
biodiesel,california,business_as_usual,decrease_agricultual_production,2025,3.61,$/gallon
biodiesel,north_east,business_as_usual,population_shift,2025,3.62,$/gallon
biodiesel,middle_atlantic,business_as_usual,population_shift,2025,3.25,$/gallon
biodiesel,south_east,business_as_usual,population_shift,2025,4,$/gallon
biodiesel,north_central,business_as_usual,population_shift,2025,4.41,$/gallon
biodiesel,central,business_as_usual,population_shift,2025,4.32,$/gallon
biodiesel,texas,business_as_usual,population_shift,2025,4.12,$/gallon
biodiesel,north_west,business_as_usual,population_shift,2025,3.75,$/gallon
biodiesel,south_west,business_as_usual,population_shift,2025,4.56,$/gallon
biodiesel,california,business_as_usual,population_shift,2025,4.56,$/gallon
biodiesel,north_east,business_as_usual,increase_maritime,2025,3.51,$/gallon
biodiesel,middle_atlantic,business_as_usual,increase_maritime,2025,3.41,$/gallon
biodiesel,south_east,business_as_usual,increase_maritime,2025,4.32,$/gallon
biodiesel,north_central,business_as_usual,increase_maritime,2025,4.09,$/gallon
biodiesel,central,business_as_usual,increase_maritime,2025,4.41,$/gallon
biodiesel,texas,business_as_usual,increase_maritime,2025,3.42,$/gallon
biodiesel,north_west,business_as_usual,increase_maritime,2025,3.8,$/gallon
biodiesel,south_west,business_as_usual,increase_maritime,2025,3.46,$/gallon
biodiesel,california,business_as_usual,increase_maritime,2025,4.51,$/gallon
biodiesel,north_east,50%_reduction_2050,business_as_usual,2025,3.05,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,business_as_usual,2025,3.6,$/gallon
biodiesel,south_east,50%_reduction_2050,business_as_usual,2025,4.15,$/gallon
biodiesel,north_central,50%_reduction_2050,business_as_usual,2025,3.74,$/gallon
biodiesel,central,50%_reduction_2050,business_as_usual,2025,4.36,$/gallon
biodiesel,texas,50%_reduction_2050,business_as_usual,2025,3.61,$/gallon
biodiesel,north_west,50%_reduction_2050,business_as_usual,2025,4.56,$/gallon
biodiesel,south_west,50%_reduction_2050,business_as_usual,2025,3.96,$/gallon
biodiesel,california,50%_reduction_2050,business_as_usual,2025,3.82,$/gallon
biodiesel,north_east,50%_reduction_2050,agricultual_production_shift,2025,3.58,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2025,3.13,$/gallon
biodiesel,south_east,50%_reduction_2050,agricultual_production_shift,2025,4.17,$/gallon
biodiesel,north_central,50%_reduction_2050,agricultual_production_shift,2025,3.17,$/gallon
biodiesel,central,50%_reduction_2050,agricultual_production_shift,2025,3.58,$/gallon
biodiesel,texas,50%_reduction_2050,agricultual_production_shift,2025,4.47,$/gallon
biodiesel,north_west,50%_reduction_2050,agricultual_production_shift,2025,3.07,$/gallon
biodiesel,south_west,50%_reduction_2050,agricultual_production_shift,2025,3.48,$/gallon
biodiesel,california,50%_reduction_2050,agricultual_production_shift,2025,4.22,$/gallon
biodiesel,north_east,50%_reduction_2050,decrease_agricultual_production,2025,3.25,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2025,3.64,$/gallon
biodiesel,south_east,50%_reduction_2050,decrease_agricultual_production,2025,4.53,$/gallon
biodiesel,north_central,50%_reduction_2050,decrease_agricultual_production,2025,3.72,$/gallon
biodiesel,central,50%_reduction_2050,decrease_agricultual_production,2025,4.46,$/gallon
biodiesel,texas,50%_reduction_2050,decrease_agricultual_production,2025,3.98,$/gallon
biodiesel,north_west,50%_reduction_2050,decrease_agricultual_production,2025,3.76,$/gallon
biodiesel,south_west,50%_reduction_2050,decrease_agricultual_production,2025,3.58,$/gallon
biodiesel,california,50%_reduction_2050,decrease_agricultual_production,2025,4.47,$/gallon
biodiesel,north_east,50%_reduction_2050,population_shift,2025,3.75,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,population_shift,2025,3.93,$/gallon
biodiesel,south_east,50%_reduction_2050,population_shift,2025,3.58,$/gallon
biodiesel,north_central,50%_reduction_2050,population_shift,2025,3.98,$/gallon
biodiesel,central,50%_reduction_2050,population_shift,2025,4.41,$/gallon
biodiesel,texas,50%_reduction_2050,population_shift,2025,4.01,$/gallon
biodiesel,north_west,50%_reduction_2050,population_shift,2025,4.26,$/gallon
biodiesel,south_west,50%_reduction_2050,population_shift,2025,4.33,$/gallon
biodiesel,california,50%_reduction_2050,population_shift,2025,3.44,$/gallon
biodiesel,north_east,50%_reduction_2050,increase_maritime,2025,4.55,$/gallon
biodiesel,middle_atlantic,50%_reduction_2050,increase_maritime,2025,4.33,$/gallon
biodiesel,south_east,50%_reduction_2050,increase_maritime,2025,4.3,$/gallon
biodiesel,north_central,50%_reduction_2050,increase_maritime,2025,3.84,$/gallon
biodiesel,central,50%_reduction_2050,increase_maritime,2025,3.57,$/gallon
biodiesel,texas,50%_reduction_2050,increase_maritime,2025,3.47,$/gallon
biodiesel,north_west,50%_reduction_2050,increase_maritime,2025,4.43,$/gallon
biodiesel,south_west,50%_reduction_2050,increase_maritime,2025,3.26,$/gallon
biodiesel,california,50%_reduction_2050,increase_maritime,2025,3.96,$/gallon
biodiesel,north_east,net_zero_2050,business_as_usual,2025,4.4,$/gallon
biodiesel,middle_atlantic,net_zero_2050,business_as_usual,2025,3.13,$/gallon
biodiesel,south_east,net_zero_2050,business_as_usual,2025,3.4,$/gallon
biodiesel,north_central,net_zero_2050,business_as_usual,2025,4.49,$/gallon
biodiesel,central,net_zero_2050,business_as_usual,2025,4.49,$/gallon
biodiesel,texas,net_zero_2050,business_as_usual,2025,3.91,$/gallon
biodiesel,north_west,net_zero_2050,business_as_usual,2025,4.1,$/gallon
biodiesel,south_west,net_zero_2050,business_as_usual,2025,3.97,$/gallon
biodiesel,california,net_zero_2050,business_as_usual,2025,3.16,$/gallon
biodiesel,north_east,net_zero_2050,agricultual_production_shift,2025,4.49,$/gallon
biodiesel,middle_atlantic,net_zero_2050,agricultual_production_shift,2025,3.24,$/gallon
biodiesel,south_east,net_zero_2050,agricultual_production_shift,2025,3.32,$/gallon
biodiesel,north_central,net_zero_2050,agricultual_production_shift,2025,4.2,$/gallon
biodiesel,central,net_zero_2050,agricultual_production_shift,2025,3.25,$/gallon
biodiesel,texas,net_zero_2050,agricultual_production_shift,2025,3.98,$/gallon
biodiesel,north_west,net_zero_2050,agricultual_production_shift,2025,3.49,$/gallon
biodiesel,south_west,net_zero_2050,agricultual_production_shift,2025,3.43,$/gallon
biodiesel,california,net_zero_2050,agricultual_production_shift,2025,3.41,$/gallon
biodiesel,north_east,net_zero_2050,decrease_agricultual_production,2025,4.05,$/gallon
biodiesel,middle_atlantic,net_zero_2050,decrease_agricultual_production,2025,3.1,$/gallon
biodiesel,south_east,net_zero_2050,decrease_agricultual_production,2025,4.49,$/gallon
biodiesel,north_central,net_zero_2050,decrease_agricultual_production,2025,4.24,$/gallon
biodiesel,central,net_zero_2050,decrease_agricultual_production,2025,3.6,$/gallon
biodiesel,texas,net_zero_2050,decrease_agricultual_production,2025,3.2,$/gallon
biodiesel,north_west,net_zero_2050,decrease_agricultual_production,2025,4.54,$/gallon
biodiesel,south_west,net_zero_2050,decrease_agricultual_production,2025,3.1,$/gallon
biodiesel,california,net_zero_2050,decrease_agricultual_production,2025,3.95,$/gallon
biodiesel,north_east,net_zero_2050,population_shift,2025,3.66,$/gallon
biodiesel,middle_atlantic,net_zero_2050,population_shift,2025,4.19,$/gallon
biodiesel,south_east,net_zero_2050,population_shift,2025,3.5,$/gallon
biodiesel,north_central,net_zero_2050,population_shift,2025,4.47,$/gallon
biodiesel,central,net_zero_2050,population_shift,2025,3.66,$/gallon
biodiesel,texas,net_zero_2050,population_shift,2025,3.18,$/gallon
biodiesel,north_west,net_zero_2050,population_shift,2025,3.45,$/gallon
biodiesel,south_west,net_zero_2050,population_shift,2025,3.5,$/gallon
biodiesel,california,net_zero_2050,population_shift,2025,3.85,$/gallon
biodiesel,north_east,net_zero_2050,increase_maritime,2025,4.23,$/gallon
biodiesel,middle_atlantic,net_zero_2050,increase_maritime,2025,3.34,$/gallon
biodiesel,south_east,net_zero_2050,increase_maritime,2025,3.78,$/gallon
biodiesel,north_central,net_zero_2050,increase_maritime,2025,3.78,$/gallon
biodiesel,central,net_zero_2050,increase_maritime,2025,4.12,$/gallon
biodiesel,texas,net_zero_2050,increase_maritime,2025,3.08,$/gallon
biodiesel,north_west,net_zero_2050,increase_maritime,2025,4.05,$/gallon
biodiesel,south_west,net_zero_2050,increase_maritime,2025,3.92,$/gallon
biodiesel,california,net_zero_2050,increase_maritime,2025,3.47,$/gallon
hydrogen,north_east,business_as_usual,business_as_usual,2025,13.5,$/kgH2
hydrogen,middle_atlantic,business_as_usual,business_as_usual,2025,15.3,$/kgH2
hydrogen,south_east,business_as_usual,business_as_usual,2025,18.5,$/kgH2
hydrogen,north_central,business_as_usual,business_as_usual,2025,18.9,$/kgH2
hydrogen,central,business_as_usual,business_as_usual,2025,16.7,$/kgH2
hydrogen,texas,business_as_usual,business_as_usual,2025,16.4,$/kgH2
hydrogen,north_west,business_as_usual,business_as_usual,2025,15.6,$/kgH2
hydrogen,south_west,business_as_usual,business_as_usual,2025,13.6,$/kgH2
hydrogen,california,business_as_usual,business_as_usual,2025,14.7,$/kgH2
hydrogen,north_east,business_as_usual,agricultual_production_shift,2025,16.1,$/kgH2
hydrogen,middle_atlantic,business_as_usual,agricultual_production_shift,2025,14,$/kgH2
hydrogen,south_east,business_as_usual,agricultual_production_shift,2025,15.1,$/kgH2
hydrogen,north_central,business_as_usual,agricultual_production_shift,2025,17.3,$/kgH2
hydrogen,central,business_as_usual,agricultual_production_shift,2025,17.3,$/kgH2
hydrogen,texas,business_as_usual,agricultual_production_shift,2025,16.9,$/kgH2
hydrogen,north_west,business_as_usual,agricultual_production_shift,2025,19.4,$/kgH2
hydrogen,south_west,business_as_usual,agricultual_production_shift,2025,15.2,$/kgH2
hydrogen,california,business_as_usual,agricultual_production_shift,2025,15,$/kgH2
hydrogen,north_east,business_as_usual,decrease_agricultual_production,2025,19.2,$/kgH2
hydrogen,middle_atlantic,business_as_usual,decrease_agricultual_production,2025,14.4,$/kgH2
hydrogen,south_east,business_as_usual,decrease_agricultual_production,2025,17.3,$/kgH2
hydrogen,north_central,business_as_usual,decrease_agricultual_production,2025,18.5,$/kgH2
hydrogen,central,business_as_usual,decrease_agricultual_production,2025,18.6,$/kgH2
hydrogen,texas,business_as_usual,decrease_agricultual_production,2025,14,$/kgH2
hydrogen,north_west,business_as_usual,decrease_agricultual_production,2025,17.2,$/kgH2
hydrogen,south_west,business_as_usual,decrease_agricultual_production,2025,14.6,$/kgH2
hydrogen,california,business_as_usual,decrease_agricultual_production,2025,14,$/kgH2
hydrogen,north_east,business_as_usual,population_shift,2025,18.5,$/kgH2
hydrogen,middle_atlantic,business_as_usual,population_shift,2025,18.1,$/kgH2
hydrogen,south_east,business_as_usual,population_shift,2025,15.2,$/kgH2
hydrogen,north_central,business_as_usual,population_shift,2025,19.6,$/kgH2
hydrogen,central,business_as_usual,population_shift,2025,19.8,$/kgH2
hydrogen,texas,business_as_usual,population_shift,2025,15.4,$/kgH2
hydrogen,north_west,business_as_usual,population_shift,2025,16.7,$/kgH2
hydrogen,south_west,business_as_usual,population_shift,2025,14.3,$/kgH2
hydrogen,california,business_as_usual,population_shift,2025,16,$/kgH2
hydrogen,north_east,business_as_usual,increase_maritime,2025,14.3,$/kgH2
hydrogen,middle_atlantic,business_as_usual,increase_maritime,2025,14.1,$/kgH2
hydrogen,south_east,business_as_usual,increase_maritime,2025,13.5,$/kgH2
hydrogen,north_central,business_as_usual,increase_maritime,2025,16.3,$/kgH2
hydrogen,central,business_as_usual,increase_maritime,2025,13.3,$/kgH2
hydrogen,texas,business_as_usual,increase_maritime,2025,14.5,$/kgH2
hydrogen,north_west,business_as_usual,increase_maritime,2025,16.8,$/kgH2
hydrogen,south_west,business_as_usual,increase_maritime,2025,18.1,$/kgH2
hydrogen,california,business_as_usual,increase_maritime,2025,16.1,$/kgH2
hydrogen,north_east,50%_reduction_2050,business_as_usual,2025,16,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,business_as_usual,2025,13.2,$/kgH2
hydrogen,south_east,50%_reduction_2050,business_as_usual,2025,17,$/kgH2
hydrogen,north_central,50%_reduction_2050,business_as_usual,2025,18.2,$/kgH2
hydrogen,central,50%_reduction_2050,business_as_usual,2025,17.5,$/kgH2
hydrogen,texas,50%_reduction_2050,business_as_usual,2025,19.6,$/kgH2
hydrogen,north_west,50%_reduction_2050,business_as_usual,2025,13.9,$/kgH2
hydrogen,south_west,50%_reduction_2050,business_as_usual,2025,16.5,$/kgH2
hydrogen,california,50%_reduction_2050,business_as_usual,2025,16.9,$/kgH2
hydrogen,north_east,50%_reduction_2050,agricultual_production_shift,2025,18.1,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,agricultual_production_shift,2025,18.6,$/kgH2
hydrogen,south_east,50%_reduction_2050,agricultual_production_shift,2025,16.1,$/kgH2
hydrogen,north_central,50%_reduction_2050,agricultual_production_shift,2025,17.5,$/kgH2
hydrogen,central,50%_reduction_2050,agricultual_production_shift,2025,15.9,$/kgH2
hydrogen,texas,50%_reduction_2050,agricultual_production_shift,2025,18.8,$/kgH2
hydrogen,north_west,50%_reduction_2050,agricultual_production_shift,2025,19.1,$/kgH2
hydrogen,south_west,50%_reduction_2050,agricultual_production_shift,2025,13.5,$/kgH2
hydrogen,california,50%_reduction_2050,agricultual_production_shift,2025,14.6,$/kgH2
hydrogen,north_east,50%_reduction_2050,decrease_agricultual_production,2025,14.3,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,decrease_agricultual_production,2025,17.2,$/kgH2
hydrogen,south_east,50%_reduction_2050,decrease_agricultual_production,2025,19.6,$/kgH2
hydrogen,north_central,50%_reduction_2050,decrease_agricultual_production,2025,19.7,$/kgH2
hydrogen,central,50%_reduction_2050,decrease_agricultual_production,2025,16.6,$/kgH2
hydrogen,texas,50%_reduction_2050,decrease_agricultual_production,2025,17.3,$/kgH2
hydrogen,north_west,50%_reduction_2050,decrease_agricultual_production,2025,18.4,$/kgH2
hydrogen,south_west,50%_reduction_2050,decrease_agricultual_production,2025,17.6,$/kgH2
hydrogen,california,50%_reduction_2050,decrease_agricultual_production,2025,15.6,$/kgH2
hydrogen,north_east,50%_reduction_2050,population_shift,2025,15.5,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,population_shift,2025,19.1,$/kgH2
hydrogen,south_east,50%_reduction_2050,population_shift,2025,16.4,$/kgH2
hydrogen,north_central,50%_reduction_2050,population_shift,2025,17.9,$/kgH2
hydrogen,central,50%_reduction_2050,population_shift,2025,17,$/kgH2
hydrogen,texas,50%_reduction_2050,population_shift,2025,15.4,$/kgH2
hydrogen,north_west,50%_reduction_2050,population_shift,2025,18.4,$/kgH2
hydrogen,south_west,50%_reduction_2050,population_shift,2025,16.1,$/kgH2
hydrogen,california,50%_reduction_2050,population_shift,2025,18.5,$/kgH2
hydrogen,north_east,50%_reduction_2050,increase_maritime,2025,14.7,$/kgH2
hydrogen,middle_atlantic,50%_reduction_2050,increase_maritime,2025,15.5,$/kgH2
hydrogen,south_east,50%_reduction_2050,increase_maritime,2025,13.2,$/kgH2
hydrogen,north_central,50%_reduction_2050,increase_maritime,2025,19,$/kgH2
hydrogen,central,50%_reduction_2050,increase_maritime,2025,16.9,$/kgH2
hydrogen,texas,50%_reduction_2050,increase_maritime,2025,15.6,$/kgH2
hydrogen,north_west,50%_reduction_2050,increase_maritime,2025,13.9,$/kgH2
hydrogen,south_west,50%_reduction_2050,increase_maritime,2025,14.6,$/kgH2
